timestamp,date,hour,host,user,process,event_type,action,status,severity,severity_num,protocol,service,src_ip,dst_ip,is_internal_src,is_internal_dst,tags,msg,label_suspicious,rule_score,rule_reasons,model_proba,hybrid_score,alert
2025-08-28T13:37:30Z,2025-08-28,13,SBC-EDGE-01,svc_ims,,autorun_entry,invite,observed,informational,0,sip,voip,192.168.192.36,185.189.208.47,1,0,telecom|realtime,direction=egress; bytes_out=20025; bytes_in=13880; latency_ms=27; protocol=SIP; service=VoIP; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999731807052,0.9999999812264937,1
2025-08-28T14:03:10Z,2025-08-28,14,SBC-EDGE-01,svc_ims,,service_install,permit,observed,informational,0,https,core-network,192.168.81.131,104.31.195.201,1,0,telecom|realtime,direction=egress; bytes_out=3319; bytes_in=1327; latency_ms=41; protocol=HTTPS; service=Core-Network; asn=AS8075; country=US,1,2,persistence_signal,0.9999999716185688,0.9999999801329982,1
2025-08-28T18:59:06Z,2025-08-28,18,TELCO-CORE-02,system,,service_install,auth,observed,low,1,sip,mail-server,192.168.92.116,64.187.35.136,1,0,telecom|realtime,direction=egress; bytes_out=1595; bytes_in=12699; latency_ms=16; protocol=SIP; service=Mail-Server; asn=AS16509; country=US,1,2,persistence_signal,0.9999999712059036,0.9999999798441325,1
2025-08-28T19:05:14Z,2025-08-28,19,FW-EDGE-01,system,,scheduled_task_created,invite,observed,high,3,https,mail-server,10.236.214.140,0.0.0.0,1,0,telecom|realtime,direction=egress; bytes_out=3695; bytes_in=8078; latency_ms=34; protocol=HTTPS; service=Mail-Server; asn=AS15169; country=US,1,2,persistence_signal,0.9999999711495006,0.9999999798046504,1
2025-08-28T15:59:21Z,2025-08-28,15,FW-EDGE-01,svc_crm,,autorun_entry,query,observed,medium,2,sip,voip,172.16.185.19,8.187.225.57,1,0,telecom|realtime,direction=egress; bytes_out=7055; bytes_in=26642; latency_ms=22; protocol=SIP; service=VoIP; asn=AS15169; country=US,1,2,persistence_signal,0.999999971027911,0.9999999797195377,1
2025-08-28T15:52:21Z,2025-08-28,15,CRM-APP-01,bob,,scheduled_task_created,deny,observed,low,1,sip,core-network,172.21.52.75,199.77.167.200,1,0,telecom|realtime,direction=egress; bytes_out=19147; bytes_in=8896; latency_ms=21; protocol=SIP; service=Core-Network; asn=AS3356; country=US,1,2,persistence_signal,0.9999999709653696,0.9999999796757587,1
2025-08-28T13:24:24Z,2025-08-28,13,TELCO-CORE-02,bob,,autorun_entry,query,observed,informational,0,http,voip,10.122.12.37,64.87.74.141,1,0,telecom|realtime,direction=egress; bytes_out=23729; bytes_in=40; latency_ms=35; protocol=HTTP; service=VoIP; asn=AS16509; country=US,1,2,persistence_signal,0.9999999707211996,0.9999999795048398,1
2025-08-28T17:36:21Z,2025-08-28,17,SGW-01,netops,,scheduled_task_created,spawn,observed,medium,2,smtp,core-network,172.16.84.103,172.17.183.168,1,1,telecom|realtime,direction=internal; bytes_out=1223; bytes_in=7676; latency_ms=32; protocol=SMTP; service=Core-Network; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999648922234,0.9999999754245564,1
2025-08-28T19:14:58Z,2025-08-28,19,SGW-01,bob,,scheduled_task_created,deny,observed,medium,2,https,web-portal,10.232.62.233,8.48.140.168,1,0,telecom|realtime,direction=egress; bytes_out=444; bytes_in=1879; latency_ms=6; protocol=HTTPS; service=Web-Portal; asn=AS15169; country=US,1,2,persistence_signal,0.9999999632688544,0.9999999742881981,1
2025-08-28T19:31:50Z,2025-08-28,19,IMS-CSCF-01,svc_ims,,scheduled_task_created,register,observed,medium,2,http,core-network,10.240.199.200,128.47.205.40,1,0,telecom|realtime,direction=egress; bytes_out=18279; bytes_in=7267; latency_ms=25; protocol=HTTP; service=Core-Network; asn=AS4837; country=CN,1,2,persistence_signal,0.9999999628507716,0.9999999739955402,1
2025-08-28T19:22:41Z,2025-08-28,19,NAT-01,bob,,autorun_entry,permit,observed,low,1,http,voip,192.168.253.23,199.180.87.50,1,0,telecom|realtime,direction=egress; bytes_out=23673; bytes_in=10174; latency_ms=9; protocol=HTTP; service=VoIP; asn=AS3356; country=US,1,2,persistence_signal,0.9999999628141896,0.9999999739699327,1
2025-08-28T19:22:10Z,2025-08-28,19,TELCO-CORE-02,svc_ims,,service_install,connect,observed,medium,2,smtp,mail-server,172.20.23.63,72.102.230.83,1,0,telecom|realtime,direction=egress; bytes_out=19226; bytes_in=1161; latency_ms=12; protocol=SMTP; service=Mail-Server; asn=AS16509; country=US,1,2,persistence_signal,0.9999999626599904,0.9999999738619932,1
2025-08-28T20:02:03Z,2025-08-28,20,SBC-EDGE-01,system,,scheduled_task_created,invite,observed,informational,0,sip,voip,192.168.44.177,23.169.236.70,1,0,telecom|realtime,direction=egress; bytes_out=150; bytes_in=21924; latency_ms=15; protocol=SIP; service=VoIP; asn=AS15169; country=US,1,2,persistence_signal,0.9999999618433788,0.9999999732903652,1
2025-08-28T19:52:57Z,2025-08-28,19,SBC-EDGE-01,dbadmin,,service_install,permit,observed,low,1,http,core-network,192.168.173.215,104.49.217.236,1,0,telecom|realtime,direction=egress; bytes_out=13450; bytes_in=11959; latency_ms=33; protocol=HTTP; service=Core-Network; asn=AS8075; country=US,1,2,persistence_signal,0.99999996155571,0.999999973088997,1
2025-08-28T15:28:19Z,2025-08-28,15,BSS-APP-01,svc_bss,,scheduled_task_created,spawn,observed,informational,0,http,web-portal,192.168.237.212,34.220.179.157,1,0,telecom|realtime,direction=egress; bytes_out=13703; bytes_in=1159; latency_ms=21; protocol=HTTP; service=Web-Portal; asn=AS13335; country=US,1,2,persistence_signal,0.9999999614830076,0.9999999730381054,1
2025-08-28T17:28:55Z,2025-08-28,17,TELCO-CORE-02,alice,,scheduled_task_created,auth,observed,low,1,dns,customer-crm,172.19.156.152,40.243.35.100,1,0,telecom|realtime,direction=egress; bytes_out=19437; bytes_in=5251; latency_ms=11; protocol=DNS; service=Customer-CRM; asn=AS13335; country=US,1,2,persistence_signal,0.9999999614830076,0.9999999730381054,1
2025-08-28T20:44:42Z,2025-08-28,20,SBC-EDGE-01,svc_crm,,scheduled_task_created,permit,observed,low,1,https,bss,192.168.106.59,91.168.187.238,1,0,telecom|realtime,direction=egress; bytes_out=19455; bytes_in=4901; latency_ms=20; protocol=HTTPS; service=BSS; asn=AS16509; country=US,1,2,persistence_signal,0.9999999609758676,0.9999999726831074,1
2025-08-28T18:37:48Z,2025-08-28,18,BSS-APP-01,dbadmin,,scheduled_task_created,query,observed,critical,4,https,voip,192.168.122.149,192.168.212.182,1,1,telecom|realtime,direction=internal; bytes_out=9007; bytes_in=12308; latency_ms=13; protocol=HTTPS; service=VoIP; asn=AS3356; country=US,1,2,persistence_signal,0.999999960908058,0.9999999726356406,1
2025-08-28T15:34:14Z,2025-08-28,15,BSS-APP-01,alice,,scheduled_task_created,permit,observed,low,1,sip,voip,10.200.47.211,91.27.186.124,1,0,telecom|realtime,direction=egress; bytes_out=5723; bytes_in=15287; latency_ms=16; protocol=SIP; service=VoIP; asn=AS16509; country=US,1,2,persistence_signal,0.9999999607057471,0.9999999724940231,1
2025-08-28T13:56:59Z,2025-08-28,13,FW-EDGE-01,system,,autorun_entry,spawn,observed,low,1,https,voip,192.168.61.169,64.34.192.1,1,0,telecom|realtime,direction=egress; bytes_out=14415; bytes_in=9071; latency_ms=29; protocol=HTTPS; service=VoIP; asn=AS16509; country=US,1,2,persistence_signal,0.99999996065448,0.999999972458136,1
2025-08-28T20:15:55Z,2025-08-28,20,NAT-01,secops,,scheduled_task_created,spawn,observed,low,1,smtp,voip,91.77.8.168,172.25.182.26,0,1,telecom|realtime,direction=ingress; bytes_out=14131; bytes_in=11281; latency_ms=47; protocol=SMTP; service=VoIP; asn=AS16509; country=US,1,2,persistence_signal,0.9999999606082192,0.9999999724257534,1
2025-08-28T14:13:52Z,2025-08-28,14,TELCO-CORE-02,svc_ims,,scheduled_task_created,register,observed,low,1,https,oss,172.19.7.151,23.55.11.26,1,0,telecom|realtime,direction=egress; bytes_out=9498; bytes_in=18621; latency_ms=32; protocol=HTTPS; service=OSS; asn=AS15169; country=US,1,2,persistence_signal,0.9999999606058918,0.9999999724241243,1
2025-08-28T14:24:36Z,2025-08-28,14,BSS-APP-01,svc_crm,,autorun_entry,spawn,observed,medium,2,sip,customer-crm,192.168.23.163,172.67.55.66,1,1,telecom|realtime,direction=egress; bytes_out=40; bytes_in=11111; latency_ms=26; protocol=SIP; service=Customer-CRM; asn=AS3356; country=US,1,2,persistence_signal,0.9999999602775363,0.9999999721942755,1
2025-08-28T18:38:28Z,2025-08-28,18,NAT-01,system,,service_install,register,observed,low,1,https,core-network,10.129.33.3,104.116.207.2,1,0,telecom|realtime,direction=egress; bytes_out=7583; bytes_in=9440; latency_ms=38; protocol=HTTPS; service=Core-Network; asn=AS8075; country=US,1,2,persistence_signal,0.9999999599551356,0.9999999719685949,1
2025-08-28T13:19:55Z,2025-08-28,13,NAT-01,charlie,,scheduled_task_created,connect,observed,low,1,sip,core-network,54.184.184.1,10.133.179.162,0,1,telecom|realtime,direction=ingress; bytes_out=25971; bytes_in=22323; latency_ms=64; protocol=SIP; service=Core-Network; asn=AS13335; country=US,1,2,persistence_signal,0.9999999599221268,0.9999999719454887,1
2025-08-28T19:18:05Z,2025-08-28,19,TELCO-CORE-01,svc_crm,,autorun_entry,invite,observed,low,1,http,voip,172.21.129.107,104.172.94.102,1,0,telecom|realtime,direction=egress; bytes_out=18963; bytes_in=13416; latency_ms=13; protocol=HTTP; service=VoIP; asn=AS8075; country=US,1,2,persistence_signal,0.9999999598472248,0.9999999718930573,1
2025-08-28T18:20:49Z,2025-08-28,18,BSS-APP-01,bob,,autorun_entry,query,observed,informational,0,dns,bss,10.112.209.75,172.24.245.160,1,1,telecom|realtime,direction=internal; bytes_out=17766; bytes_in=32401; latency_ms=26; protocol=DNS; service=BSS; asn=AS15169; country=US,1,2,persistence_signal,0.9999999596459408,0.9999999717521586,1
2025-08-28T19:19:32Z,2025-08-28,19,TELCO-CORE-01,secops,,service_install,register,observed,informational,0,smtp,oss,172.28.159.67,172.84.186.202,1,1,telecom|realtime,direction=egress; bytes_out=7465; bytes_in=40; latency_ms=16; protocol=SMTP; service=OSS; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999594922644,0.9999999716445851,1
2025-08-28T19:31:58Z,2025-08-28,19,SGW-01,svc_ims,,autorun_entry,spawn,observed,informational,0,sip,voip,10.165.34.162,10.54.0.212,1,1,telecom|realtime,direction=internal; bytes_out=7786; bytes_in=14779; latency_ms=31; protocol=SIP; service=VoIP; asn=AS15169; country=US,1,2,persistence_signal,0.999999958769031,0.9999999711383217,1
2025-08-28T20:28:39Z,2025-08-28,20,SBC-EDGE-01,alice,,scheduled_task_created,deny,observed,medium,2,https,voip,172.19.75.177,10.177.184.58,1,1,telecom|realtime,direction=internal; bytes_out=1744; bytes_in=11673; latency_ms=36; protocol=HTTPS; service=VoIP; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999587149588,0.9999999711004712,1
2025-08-28T17:10:17Z,2025-08-28,17,SBC-EDGE-01,dbadmin,,autorun_entry,deny,observed,low,1,ssh,core-network,172.22.121.129,172.28.144.51,1,1,telecom|realtime,direction=internal; bytes_out=9073; bytes_in=1117; latency_ms=13; protocol=SSH; service=Core-Network; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999584867292,0.9999999709407105,1
2025-08-28T20:14:24Z,2025-08-28,20,TELCO-CORE-02,svc_ims,,autorun_entry,connect,observed,low,1,https,mail-server,10.247.187.251,34.2.39.143,1,0,telecom|realtime,direction=egress; bytes_out=19613; bytes_in=15516; latency_ms=22; protocol=HTTPS; service=Mail-Server; asn=AS13335; country=US,1,2,persistence_signal,0.9999999536192083,0.9999999675334459,1
2025-08-28T20:43:18Z,2025-08-28,20,SGW-01,bob,,service_install,deny,observed,low,1,ssh,mail-server,192.168.222.195,54.254.147.159,1,0,telecom|realtime,direction=egress; bytes_out=16063; bytes_in=9434; latency_ms=29; protocol=SSH; service=Mail-Server; asn=AS13335; country=US,1,2,persistence_signal,0.9999999533426788,0.9999999673398752,1
2025-08-28T15:18:39Z,2025-08-28,15,PGW-01,system,,autorun_entry,register,observed,medium,2,dns,mail-server,172.19.76.250,31.252.3.14,1,0,telecom|realtime,direction=egress; bytes_out=15278; bytes_in=6020; latency_ms=15; protocol=DNS; service=Mail-Server; asn=AS15169; country=US,1,2,persistence_signal,0.9999999521649277,0.9999999665154493,1
2025-08-28T20:32:10Z,2025-08-28,20,BSS-APP-01,charlie,,autorun_entry,register,observed,critical,4,dns,customer-crm,192.168.58.177,199.134.48.73,1,0,telecom|realtime,direction=egress; bytes_out=40; bytes_in=10764; latency_ms=32; protocol=DNS; service=Customer-CRM; asn=AS3356; country=US,1,2,persistence_signal,0.9999999520694832,0.9999999664486383,1
2025-08-28T18:47:21Z,2025-08-28,18,NAT-01,secops,,autorun_entry,auth,observed,informational,0,dns,voip,10.4.83.39,172.20.255.55,1,1,telecom|realtime,direction=internal; bytes_out=2063; bytes_in=2344; latency_ms=13; protocol=DNS; service=VoIP; asn=AS15169; country=US,1,2,persistence_signal,0.9999999518298008,0.9999999662808606,1
2025-08-28T18:15:27Z,2025-08-28,18,PGW-01,svc_bss,,autorun_entry,deny,observed,medium,2,sip,core-network,10.206.187.47,199.129.55.104,1,0,telecom|realtime,direction=egress; bytes_out=13023; bytes_in=8678; latency_ms=38; protocol=SIP; service=Core-Network; asn=AS3356; country=US,1,2,persistence_signal,0.9999999518298008,0.9999999662808606,1
2025-08-28T13:27:57Z,2025-08-28,13,CRM-APP-01,bob,,service_install,connect,observed,low,1,ssh,core-network,172.27.255.52,128.205.74.83,1,0,telecom|realtime,direction=egress; bytes_out=10458; bytes_in=19653; latency_ms=19; protocol=SSH; service=Core-Network; asn=AS4837; country=CN,1,2,persistence_signal,0.9999999518298004,0.9999999662808603,1
2025-08-28T14:32:57Z,2025-08-28,14,CRM-APP-01,svc_ims,,scheduled_task_created,query,observed,informational,0,sip,web-portal,192.168.249.200,128.236.158.9,1,0,telecom|realtime,direction=egress; bytes_out=19126; bytes_in=3527; latency_ms=9; protocol=SIP; service=Web-Portal; asn=AS4837; country=CN,1,2,persistence_signal,0.9999999518298004,0.9999999662808603,1
2025-08-28T17:37:27Z,2025-08-28,17,BSS-APP-01,svc_bss,,autorun_entry,query,observed,informational,0,http,bss,31.9.176.242,192.168.152.236,0,1,telecom|realtime,direction=ingress; bytes_out=7304; bytes_in=40; latency_ms=73; protocol=HTTP; service=BSS; asn=AS15169; country=US,1,2,persistence_signal,0.9999999518298004,0.9999999662808603,1
2025-08-28T20:02:02Z,2025-08-28,20,BSS-APP-01,netops,,autorun_entry,auth,observed,low,1,dns,bss,10.28.74.69,185.131.82.94,1,0,telecom|realtime,direction=egress; bytes_out=17968; bytes_in=9571; latency_ms=5; protocol=DNS; service=BSS; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999517824606,0.9999999662477225,1
2025-08-28T19:42:48Z,2025-08-28,19,IMS-CSCF-01,system,,scheduled_task_created,permit,observed,informational,0,sip,bss,10.194.54.73,64.183.82.174,1,0,telecom|realtime,direction=egress; bytes_out=26095; bytes_in=17618; latency_ms=14; protocol=SIP; service=BSS; asn=AS16509; country=US,1,2,persistence_signal,0.999999951542602,0.9999999660798214,1
2025-08-28T15:11:34Z,2025-08-28,15,PGW-01,netops,,service_install,deny,observed,high,3,https,bss,192.168.48.63,192.168.156.66,1,1,telecom|realtime,direction=internal; bytes_out=18354; bytes_in=12775; latency_ms=32; protocol=HTTPS; service=BSS; asn=AS3356; country=US,1,2,persistence_signal,0.9999999515340162,0.9999999660738114,1
2025-08-28T18:28:52Z,2025-08-28,18,BSS-APP-01,charlie,,autorun_entry,query,observed,medium,2,sip,mail-server,199.225.73.48,172.18.129.217,0,1,telecom|realtime,direction=ingress; bytes_out=28851; bytes_in=12247; latency_ms=58; protocol=SIP; service=Mail-Server; asn=AS3356; country=US,1,2,persistence_signal,0.9999999515204868,0.9999999660643408,1
2025-08-28T15:13:57Z,2025-08-28,15,BSS-APP-01,secops,,autorun_entry,deny,observed,critical,4,https,voip,192.168.33.250,172.65.28.47,1,1,telecom|realtime,direction=egress; bytes_out=40; bytes_in=40; latency_ms=17; protocol=HTTPS; service=VoIP; asn=AS3356; country=US,1,2,persistence_signal,0.9999999515101416,0.9999999660570992,1
2025-08-28T15:26:20Z,2025-08-28,15,CRM-APP-01,svc_ims,,autorun_entry,spawn,observed,medium,2,https,customer-crm,192.168.106.91,172.29.135.161,1,1,telecom|realtime,direction=internal; bytes_out=8090; bytes_in=13631; latency_ms=18; protocol=HTTPS; service=Customer-CRM; asn=AS3356; country=US,1,2,persistence_signal,0.999999951490384,0.9999999660432688,1
2025-08-28T17:29:18Z,2025-08-28,17,TELCO-CORE-01,svc_ims,,autorun_entry,register,observed,high,3,ssh,core-network,192.168.175.112,106.213.84.36,1,0,telecom|realtime,direction=egress; bytes_out=15432; bytes_in=2233; latency_ms=26; protocol=SSH; service=Core-Network; asn=AS8075; country=US,1,2,persistence_signal,0.9999999514261804,0.9999999659983263,1
2025-08-28T15:30:07Z,2025-08-28,15,SGW-01,svc_ims,,scheduled_task_created,connect,observed,informational,0,https,voip,128.207.138.108,172.19.171.203,0,1,telecom|realtime,direction=ingress; bytes_out=6604; bytes_in=14178; latency_ms=48; protocol=HTTPS; service=VoIP; asn=AS4837; country=CN,1,2,persistence_signal,0.9999999511883236,0.9999999658318266,1
2025-08-28T17:04:12Z,2025-08-28,17,CRM-APP-01,svc_crm,,autorun_entry,auth,observed,low,1,https,oss,192.168.171.34,199.242.111.13,1,0,telecom|realtime,direction=egress; bytes_out=8208; bytes_in=11232; latency_ms=24; protocol=HTTPS; service=OSS; asn=AS3356; country=US,1,2,persistence_signal,0.9999999510753032,0.9999999657527122,1
2025-08-28T14:45:57Z,2025-08-28,14,NAT-01,svc_crm,,autorun_entry,spawn,observed,low,1,smtp,voip,172.30.227.27,72.75.146.226,1,0,telecom|realtime,direction=egress; bytes_out=40; bytes_in=11495; latency_ms=7; protocol=SMTP; service=VoIP; asn=AS16509; country=US,1,2,persistence_signal,0.9999999510319832,0.9999999657223883,1
2025-08-28T19:09:23Z,2025-08-28,19,BSS-APP-01,svc_bss,,scheduled_task_created,connect,observed,informational,0,https,customer-crm,172.28.133.249,185.157.230.223,1,0,telecom|realtime,direction=egress; bytes_out=13179; bytes_in=982; latency_ms=48; protocol=HTTPS; service=Customer-CRM; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999503680794,0.9999999652576556,1
2025-08-28T14:12:52Z,2025-08-28,14,CRM-APP-01,bob,,autorun_entry,invite,observed,informational,0,dns,mail-server,128.12.249.133,172.19.243.97,0,1,telecom|realtime,direction=ingress; bytes_out=9037; bytes_in=40; latency_ms=32; protocol=DNS; service=Mail-Server; asn=AS4837; country=CN,1,2,persistence_signal,0.9999999502770338,0.9999999651939236,1
2025-08-28T20:59:14Z,2025-08-28,20,TELCO-CORE-02,charlie,,scheduled_task_created,register,observed,low,1,http,voip,1.15.157.48,10.125.162.73,0,1,telecom|realtime,direction=ingress; bytes_out=7916; bytes_in=19083; latency_ms=52; protocol=HTTP; service=VoIP; asn=AS15169; country=US,1,2,persistence_signal,0.9999999502475818,0.9999999651733072,1
2025-08-28T17:14:19Z,2025-08-28,17,TELCO-CORE-02,svc_bss,,service_install,permit,observed,informational,0,https,web-portal,172.17.98.119,172.31.213.25,1,1,telecom|realtime,direction=internal; bytes_out=9805; bytes_in=3171; latency_ms=36; protocol=HTTPS; service=Web-Portal; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999502004788,0.9999999651403352,1
2025-08-28T16:03:54Z,2025-08-28,16,TELCO-CORE-01,svc_crm,,autorun_entry,permit,observed,low,1,sip,bss,172.31.38.91,40.208.179.172,1,0,telecom|realtime,direction=egress; bytes_out=16290; bytes_in=6536; latency_ms=31; protocol=SIP; service=BSS; asn=AS13335; country=US,1,2,persistence_signal,0.9999999498008526,0.9999999648605968,1
2025-08-28T16:48:25Z,2025-08-28,16,SBC-EDGE-01,svc_crm,,scheduled_task_created,register,observed,informational,0,https,voip,185.220.13.163,10.232.181.252,0,1,telecom|realtime,direction=ingress; bytes_out=11475; bytes_in=3290; latency_ms=53; protocol=HTTPS; service=VoIP; asn=AS9498; country=IN,1,2,persistence_signal,0.999999949532596,0.9999999646728172,1
2025-08-28T20:03:12Z,2025-08-28,20,BSS-APP-01,secops,,autorun_entry,register,observed,high,3,ssh,oss,10.160.169.86,255.255.255.255,1,0,telecom|realtime,direction=egress; bytes_out=17256; bytes_in=7407; latency_ms=15; protocol=SSH; service=OSS; asn=AS3356; country=US,1,2,persistence_signal,0.9999999495325956,0.9999999646728169,1
2025-08-28T13:27:51Z,2025-08-28,13,NAT-01,secops,,scheduled_task_created,invite,observed,low,1,dns,core-network,172.26.116.210,192.168.200.219,1,1,telecom|realtime,direction=internal; bytes_out=14942; bytes_in=11560; latency_ms=13; protocol=DNS; service=Core-Network; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999494835592,0.9999999646384914,1
2025-08-28T15:27:16Z,2025-08-28,15,SGW-01,system,,autorun_entry,register,observed,informational,0,http,bss,172.16.88.125,31.152.0.59,1,0,telecom|realtime,direction=egress; bytes_out=5805; bytes_in=4468; latency_ms=24; protocol=HTTP; service=BSS; asn=AS15169; country=US,1,2,persistence_signal,0.9999999493994836,0.9999999645796385,1
2025-08-28T16:40:42Z,2025-08-28,16,CRM-APP-01,dbadmin,,autorun_entry,spawn,observed,informational,0,dns,customer-crm,192.168.186.80,185.123.180.142,1,0,telecom|realtime,direction=egress; bytes_out=18169; bytes_in=7985; latency_ms=35; protocol=DNS; service=Customer-CRM; asn=AS9498; country=IN,1,2,persistence_signal,0.99999994935772,0.999999964550404,1
2025-08-28T16:07:38Z,2025-08-28,16,BSS-APP-01,svc_crm,,autorun_entry,spawn,observed,low,1,http,mail-server,172.21.177.8,13.236.9.252,1,0,telecom|realtime,direction=egress; bytes_out=10648; bytes_in=20660; latency_ms=43; protocol=HTTP; service=Mail-Server; asn=AS15169; country=US,1,2,persistence_signal,0.9999999493015832,0.9999999645111083,1
2025-08-28T19:57:42Z,2025-08-28,19,FW-EDGE-01,system,,autorun_entry,register,observed,informational,0,https,core-network,172.28.48.166,10.241.33.79,1,1,telecom|realtime,direction=internal; bytes_out=30053; bytes_in=15654; latency_ms=12; protocol=HTTPS; service=Core-Network; asn=AS9498; country=IN,1,2,persistence_signal,0.9999999491998758,0.999999964439913,1
2025-08-28T18:29:27Z,2025-08-28,18,FW-EDGE-01,svc_crm,,autorun_entry,deny,observed,low,1,https,web-portal,192.168.65.178,8.181.225.198,1,0,telecom|realtime,direction=egress; bytes_out=22116; bytes_in=3848; latency_ms=20; protocol=HTTPS; service=Web-Portal; asn=AS15169; country=US,1,2,persistence_signal,0.9999999491943232,0.9999999644360262,1
2025-08-28T14:14:26Z,2025-08-28,14,TELCO-CORE-01,svc_ims,,autorun_entry,spawn,observed,low,1,sip,web-portal,172.29.37.23,64.235.149.24,1,0,telecom|realtime,direction=egress; bytes_out=28403; bytes_in=1167; latency_ms=38; protocol=SIP; service=Web-Portal; asn=AS16509; country=US,1,2,persistence_signal,0.999999949051622,0.9999999643361355,1
