timestamp,date,hour,host,user,process,event_type,action,status,severity,severity_num,protocol,service,src_ip,dst_ip,is_internal_src,is_internal_dst,tags,msg,label_suspicious
2025-08-28T17:08:27Z,2025-08-28,17,FW-EDGE-01,svc_crm,,dns_query,query,observed,high,3,smtp,voip,10.224.158.230,1.3.195.65,1,0,telecom|realtime,query=cdn.media-service.com; direction=egress; bytes_out=23575; bytes_in=14006; latency_ms=20; protocol=SMTP; service=VoIP; asn=AS15169; country=US,1
2025-08-28T13:50:34Z,2025-08-28,13,TELCO-CORE-01,system,,logon_success,query,observed,low,1,dns,voip,192.168.20.187,128.18.74.181,1,0,telecom|realtime,direction=egress; bytes_out=16329; bytes_in=4705; latency_ms=14; protocol=DNS; service=VoIP; asn=AS4837; country=CN,0
2025-08-28T17:21:46Z,2025-08-28,17,FW-EDGE-01,bob,,net_connection,spawn,observed,high,3,https,voip,10.211.179.121,8.86.240.213,1,0,telecom|realtime,direction=egress; bytes_out=21395; bytes_in=8511; latency_ms=2; protocol=HTTPS; service=VoIP; asn=AS15169; country=US,0
2025-08-28T16:58:01Z,2025-08-28,16,TELCO-CORE-02,svc_ims,,net_connection,query,observed,low,1,https,voip,192.168.146.163,172.17.67.163,1,1,telecom|realtime,direction=internal; bytes_out=9799; bytes_in=5974; latency_ms=19; protocol=HTTPS; service=VoIP; asn=AS3356; country=US,0
2025-08-28T17:45:51Z,2025-08-28,17,FW-EDGE-01,charlie,,autorun_entry,query,observed,critical,4,https,web-portal,192.168.57.112,172.99.79.21,1,1,telecom|realtime,direction=egress; bytes_out=23480; bytes_in=11050; latency_ms=26; protocol=HTTPS; service=Web-Portal; asn=AS3356; country=US,1
2025-08-28T14:14:19Z,2025-08-28,14,PGW-01,svc_crm,,sip_register,query,observed,low,1,https,customer-crm,172.30.3.253,8.154.189.71,1,0,telecom|realtime,call_id=fd717103a26dd74d; from=+917173458675; direction=egress; bytes_out=7160; bytes_in=17424; latency_ms=1; protocol=HTTPS; service=Customer-CRM; asn=AS15169; country=US,0
2025-08-28T13:38:37Z,2025-08-28,13,BSS-APP-01,netops,,net_connection,register,observed,critical,4,https,core-network,192.168.14.244,23.249.152.112,1,0,telecom|realtime,direction=egress; bytes_out=5027; bytes_in=40; latency_ms=8; protocol=HTTPS; service=Core-Network; asn=AS15169; country=US,0
2025-08-28T17:06:37Z,2025-08-28,17,PGW-01,svc_bss,,dns_query,spawn,observed,low,1,http,web-portal,172.22.187.97,54.17.102.127,1,0,telecom|realtime,query=pool.ntp.org; answer=1.33.78.174; direction=egress; bytes_out=5333; bytes_in=8629; latency_ms=6; protocol=HTTP; service=Web-Portal; asn=AS13335; country=US,0
2025-08-28T13:45:00Z,2025-08-28,13,SBC-EDGE-01,bob,,sip_register,connect,observed,low,1,dns,voip,192.168.14.175,13.74.145.253,1,0,telecom|realtime,call_id=7820a58401cd60bd; from=+919821352582; direction=egress; bytes_out=26459; bytes_in=9108; latency_ms=22; protocol=DNS; service=VoIP; asn=AS15169; country=US,0
2025-08-28T14:57:48Z,2025-08-28,14,TELCO-CORE-02,charlie,,dns_query,spawn,observed,medium,2,dns,mail-server,40.83.30.92,192.168.196.43,0,1,telecom|realtime,query=packages.cloud.example; direction=ingress; bytes_out=15339; bytes_in=4364; latency_ms=37; protocol=DNS; service=Mail-Server; asn=AS13335; country=US,0
2025-08-28T20:28:32Z,2025-08-28,20,TELCO-CORE-02,svc_ims,node.exe,proc_start,permit,observed,informational,0,ssh,voip,192.168.57.49,1.230.148.52,1,0,telecom|realtime,direction=egress; bytes_out=8399; bytes_in=9920; latency_ms=23; protocol=SSH; service=VoIP; asn=AS15169; country=US,0
2025-08-28T19:25:24Z,2025-08-28,19,SBC-EDGE-01,secops,freeswitch,proc_start,auth,observed,informational,0,https,bss,72.1.127.181,10.151.76.25,0,1,telecom|realtime,direction=ingress; bytes_out=40; bytes_in=17394; latency_ms=105; protocol=HTTPS; service=BSS; asn=AS16509; country=US,0
2025-08-28T15:47:08Z,2025-08-28,15,BSS-APP-01,svc_crm,,net_connection,register,observed,medium,2,https,web-portal,172.19.216.218,199.134.136.118,1,0,telecom|realtime,direction=egress; bytes_out=6544; bytes_in=14943; latency_ms=36; protocol=HTTPS; service=Web-Portal; asn=AS3356; country=US,0
2025-08-28T20:46:48Z,2025-08-28,20,SBC-EDGE-01,svc_bss,,dns_query,auth,observed,medium,2,smtp,web-portal,192.168.96.204,72.41.178.200,1,0,telecom|realtime,query=metrics.telco.example; direction=egress; bytes_out=40; bytes_in=10725; latency_ms=29; protocol=SMTP; service=Web-Portal; asn=AS16509; country=US,0
2025-08-28T16:47:26Z,2025-08-28,16,NAT-01,svc_ims,,net_connection,auth,observed,high,3,dns,web-portal,10.245.162.33,72.117.28.128,1,0,telecom|realtime,direction=egress; bytes_out=24502; bytes_in=40; latency_ms=2; protocol=DNS; service=Web-Portal; asn=AS16509; country=US,0
2025-08-28T20:46:58Z,2025-08-28,20,TELCO-CORE-01,svc_ims,,sip_invite,query,observed,informational,0,https,mail-server,192.168.144.83,8.40.42.56,1,0,telecom|realtime,call_id=b086a850c0acb073; from=+918159602620; to=+918209252355; direction=egress; bytes_out=11005; bytes_in=7751; latency_ms=26; protocol=HTTPS; service=Mail-Server; asn=AS15169; country=US,0
2025-08-28T20:05:45Z,2025-08-28,20,FW-EDGE-01,dbadmin,,logon_failure,auth,observed,low,1,sip,voip,172.23.167.67,142.78.111.184,1,0,telecom|realtime,direction=egress; bytes_out=20720; bytes_in=1543; latency_ms=28; protocol=SIP; service=VoIP; asn=AS4837; country=CN,0
2025-08-28T19:56:53Z,2025-08-28,19,IMS-CSCF-01,charlie,,net_connection,permit,observed,informational,0,ssh,voip,10.119.233.62,172.30.250.129,1,1,telecom|realtime,direction=internal; bytes_out=40; bytes_in=3199; latency_ms=6; protocol=SSH; service=VoIP; asn=AS15169; country=US,0
2025-08-28T15:08:49Z,2025-08-28,15,TELCO-CORE-01,svc_ims,,dns_query,query,observed,medium,2,https,voip,10.87.68.70,192.168.103.144,1,1,telecom|realtime,query=cdn.media-service.com; answer=172.108.172.174; direction=internal; bytes_out=15116; bytes_in=597; latency_ms=39; protocol=HTTPS; service=VoIP; asn=AS15169; country=US,0
2025-08-28T20:38:31Z,2025-08-28,20,TELCO-CORE-02,secops,,sip_invite,invite,observed,medium,2,dns,mail-server,10.158.73.82,142.116.43.165,1,0,telecom|realtime,call_id=b6261b9ad3d34968; from=+916093470892; to=+917760579497; direction=egress; bytes_out=25788; bytes_in=40; latency_ms=26; protocol=DNS; service=Mail-Server; asn=AS4837; country=CN,0
2025-08-28T17:18:38Z,2025-08-28,17,IMS-CSCF-01,alice,,sip_register,auth,observed,medium,2,https,voip,192.168.208.86,40.143.162.71,1,0,telecom|realtime,call_id=97316b729565ee12; from=+916516376814; direction=egress; bytes_out=13792; bytes_in=23546; latency_ms=34; protocol=HTTPS; service=VoIP; asn=AS13335; country=US,0
2025-08-28T21:01:12Z,2025-08-28,21,BSS-APP-01,alice,,net_connection,invite,observed,high,3,sip,customer-crm,172.31.112.105,128.118.10.58,1,0,telecom|realtime,direction=egress; bytes_out=16030; bytes_in=14965; latency_ms=27; protocol=SIP; service=Customer-CRM; asn=AS4837; country=CN,1
2025-08-28T18:45:58Z,2025-08-28,18,IMS-CSCF-01,svc_bss,,dns_query,connect,observed,low,1,ssh,voip,10.122.236.136,172.69.65.74,1,1,telecom|realtime,query=metrics.telco.example; answer=64.175.203.144; direction=egress; bytes_out=19841; bytes_in=12466; latency_ms=34; protocol=SSH; service=VoIP; asn=AS15169; country=US,0
2025-08-28T14:59:46Z,2025-08-28,14,PGW-01,svc_crm,,logon_failure,query,observed,medium,2,smtp,customer-crm,10.222.241.7,172.25.109.87,1,1,telecom|realtime,direction=internal; bytes_out=11448; bytes_in=16372; latency_ms=31; protocol=SMTP; service=Customer-CRM; asn=AS15169; country=US,0
2025-08-28T17:20:14Z,2025-08-28,17,BSS-APP-01,netops,,net_connection,auth,observed,low,1,sip,web-portal,199.129.180.144,192.168.202.51,0,1,telecom|realtime,direction=ingress; bytes_out=2663; bytes_in=15941; latency_ms=76; protocol=SIP; service=Web-Portal; asn=AS3356; country=US,0
2025-08-28T19:35:56Z,2025-08-28,19,FW-EDGE-01,alice,,net_connection,auth,observed,low,1,ssh,voip,192.168.111.183,91.100.166.122,1,0,telecom|realtime,direction=egress; bytes_out=8897; bytes_in=11651; latency_ms=26; protocol=SSH; service=VoIP; asn=AS16509; country=US,0
2025-08-28T15:33:55Z,2025-08-28,15,SBC-EDGE-01,svc_crm,,autorun_entry,permit,observed,medium,2,ssh,voip,192.168.2.89,13.160.81.166,1,0,telecom|realtime,direction=egress; bytes_out=8664; bytes_in=9631; latency_ms=6; protocol=SSH; service=VoIP; asn=AS15169; country=US,1
2025-08-28T17:58:15Z,2025-08-28,17,SBC-EDGE-01,secops,,net_connection,register,observed,medium,2,sip,voip,10.226.176.209,142.157.100.228,1,0,telecom|realtime,direction=egress; bytes_out=22724; bytes_in=9974; latency_ms=25; protocol=SIP; service=VoIP; asn=AS4837; country=CN,0
2025-08-28T19:32:04Z,2025-08-28,19,SGW-01,secops,,dns_query,spawn,observed,low,1,dns,oss,172.23.107.154,199.4.133.145,1,0,telecom|realtime,query=packages.cloud.example; answer=64.122.240.92; direction=egress; bytes_out=12583; bytes_in=5375; latency_ms=26; protocol=DNS; service=OSS; asn=AS3356; country=US,0
2025-08-28T19:46:38Z,2025-08-28,19,BSS-APP-01,secops,,sip_invite,spawn,observed,informational,0,https,oss,172.17.49.253,142.67.166.98,1,0,telecom|realtime,call_id=16fd77563ecacb0f; from=+918124273675; to=+916074924356; direction=egress; bytes_out=13645; bytes_in=40; latency_ms=23; protocol=HTTPS; service=OSS; asn=AS4837; country=CN,0
2025-08-28T20:43:03Z,2025-08-28,20,CRM-APP-01,secops,,dns_query,query,observed,medium,2,https,mail-server,192.168.80.1,10.238.205.25,1,1,telecom|realtime,query=cdn.media-service.com; answer=199.227.234.109; direction=internal; bytes_out=40; bytes_in=8273; latency_ms=38; protocol=HTTPS; service=Mail-Server; asn=AS3356; country=US,0
2025-08-28T19:24:47Z,2025-08-28,19,SGW-01,bob,,net_connection,permit,observed,medium,2,sip,core-network,52.81.190.234,192.168.6.204,0,1,telecom|realtime,direction=ingress; bytes_out=31398; bytes_in=18240; latency_ms=43; protocol=SIP; service=Core-Network; asn=AS13335; country=US,0
2025-08-28T14:01:45Z,2025-08-28,14,BSS-APP-01,system,,sip_register,auth,observed,low,1,sip,bss,172.27.91.77,72.138.33.104,1,0,telecom|realtime,call_id=4cee2efbbe362420; from=+919952706521; direction=egress; bytes_out=40; bytes_in=18993; latency_ms=1; protocol=SIP; service=BSS; asn=AS16509; country=US,0
2025-08-28T19:12:20Z,2025-08-28,19,BSS-APP-01,secops,,sip_invite,spawn,observed,medium,2,https,oss,10.203.46.169,10.129.241.253,1,1,telecom|realtime,call_id=4e43c2cb353e904f; from=+918539084859; to=+917978209295; direction=internal; bytes_out=7191; bytes_in=40; latency_ms=23; protocol=HTTPS; service=OSS; asn=AS15169; country=US,0
2025-08-28T19:24:46Z,2025-08-28,19,IMS-CSCF-01,netops,,dns_query,connect,observed,informational,0,dns,oss,192.168.187.9,104.138.208.116,1,0,telecom|realtime,query=EXE-89D4FAEB.; answer=64.132.56.79; direction=egress; bytes_out=8217; bytes_in=5420; latency_ms=46; protocol=DNS; service=OSS; asn=AS8075; country=US,0
2025-08-28T20:52:00Z,2025-08-28,20,FW-EDGE-01,netops,nginx.exe,proc_start,connect,observed,medium,2,dns,voip,10.91.26.203,199.71.26.62,1,0,telecom|realtime,direction=egress; bytes_out=15916; bytes_in=40; latency_ms=14; protocol=DNS; service=VoIP; asn=AS3356; country=US,0
2025-08-28T13:10:18Z,2025-08-28,13,PGW-01,svc_bss,,dns_query,connect,observed,medium,2,http,core-network,192.168.179.242,172.20.42.59,1,1,telecom|realtime,query=api.telco.local; answer=172.72.149.17; direction=internal; bytes_out=10638; bytes_in=15110; latency_ms=20; protocol=HTTP; service=Core-Network; asn=AS3356; country=US,0
2025-08-28T17:33:40Z,2025-08-28,17,PGW-01,alice,,dns_query,deny,observed,informational,0,https,voip,172.24.54.12,40.113.38.0,1,0,telecom|realtime,query=pool.ntp.org; answer=185.8.150.52; direction=egress; bytes_out=4190; bytes_in=12572; latency_ms=47; protocol=HTTPS; service=VoIP; asn=AS13335; country=US,0
2025-08-28T18:39:56Z,2025-08-28,18,PGW-01,bob,,autorun_entry,spawn,observed,high,3,smtp,voip,192.168.41.47,64.204.19.20,1,0,telecom|realtime,direction=egress; bytes_out=11113; bytes_in=10419; latency_ms=16; protocol=SMTP; service=VoIP; asn=AS16509; country=US,1
2025-08-28T14:09:21Z,2025-08-28,14,IMS-CSCF-01,system,,logon_success,auth,observed,critical,4,dns,mail-server,172.19.235.171,34.167.54.176,1,0,telecom|realtime,direction=egress; bytes_out=6157; bytes_in=18252; latency_ms=12; protocol=DNS; service=Mail-Server; asn=AS13335; country=US,0
2025-08-28T20:11:16Z,2025-08-28,20,NAT-01,svc_ims,,autorun_entry,connect,observed,medium,2,dns,oss,192.168.107.170,104.29.230.65,1,0,telecom|realtime,direction=egress; bytes_out=40; bytes_in=3637; latency_ms=9; protocol=DNS; service=OSS; asn=AS8075; country=US,1
2025-08-28T18:22:36Z,2025-08-28,18,TELCO-CORE-01,alice,,sip_invite,connect,observed,low,1,https,mail-server,172.31.12.59,8.169.59.227,1,0,telecom|realtime,call_id=fc33d6b4e7a9dc47; from=+917072995531; to=+917993828076; direction=egress; bytes_out=20402; bytes_in=1524; latency_ms=24; protocol=HTTPS; service=Mail-Server; asn=AS15169; country=US,0
2025-08-28T17:04:08Z,2025-08-28,17,CRM-APP-01,system,systemd,proc_start,connect,observed,informational,0,https,voip,172.21.176.203,1.83.2.128,1,0,telecom|realtime,direction=egress; bytes_out=14722; bytes_in=15884; latency_ms=21; protocol=HTTPS; service=VoIP; asn=AS15169; country=US,0
2025-08-28T14:07:24Z,2025-08-28,14,BSS-APP-01,svc_ims,,autorun_entry,connect,observed,medium,2,sip,oss,172.28.202.244,172.30.110.220,1,1,telecom|realtime,direction=internal; bytes_out=21660; bytes_in=13876; latency_ms=10; protocol=SIP; service=OSS; asn=AS9498; country=IN,1
2025-08-28T17:11:26Z,2025-08-28,17,IMS-CSCF-01,svc_ims,,logon_success,invite,observed,low,1,sip,customer-crm,192.168.199.100,40.59.67.201,1,0,telecom|realtime,direction=egress; bytes_out=13291; bytes_in=14810; latency_ms=20; protocol=SIP; service=Customer-CRM; asn=AS13335; country=US,0
2025-08-28T13:53:32Z,2025-08-28,13,TELCO-CORE-01,svc_bss,,dns_query,connect,observed,informational,0,dns,core-network,10.221.243.100,142.29.167.251,1,0,telecom|realtime,query=EXE-308778F7.; direction=egress; bytes_out=8873; bytes_in=40; latency_ms=7; protocol=DNS; service=Core-Network; asn=AS4837; country=CN,0
2025-08-28T14:03:15Z,2025-08-28,14,BSS-APP-01,alice,,net_connection,register,observed,high,3,smtp,voip,172.18.196.69,13.181.77.134,1,0,telecom|realtime,direction=egress; bytes_out=29017; bytes_in=10311; latency_ms=7; protocol=SMTP; service=VoIP; asn=AS15169; country=US,1
2025-08-28T20:22:56Z,2025-08-28,20,SBC-EDGE-01,svc_ims,freeswitch,proc_start,invite,observed,low,1,sip,core-network,31.15.210.178,172.25.76.102,0,1,telecom|realtime,direction=ingress; bytes_out=17271; bytes_in=6031; latency_ms=52; protocol=SIP; service=Core-Network; asn=AS15169; country=US,0
2025-08-28T19:17:17Z,2025-08-28,19,CRM-APP-01,dbadmin,,sip_invite,connect,observed,medium,2,sip,customer-crm,172.27.132.149,10.120.13.146,1,1,telecom|realtime,call_id=5fc7b2a456ec2445; from=+919878660393; to=+919055772374; direction=internal; bytes_out=16533; bytes_in=14616; latency_ms=23; protocol=SIP; service=Customer-CRM; asn=AS9498; country=IN,0
2025-08-28T20:55:33Z,2025-08-28,20,TELCO-CORE-02,dbadmin,,net_connection,invite,observed,medium,2,dns,core-network,172.22.10.9,172.65.239.63,1,1,telecom|realtime,direction=egress; bytes_out=1247; bytes_in=2656; latency_ms=19; protocol=DNS; service=Core-Network; asn=AS9498; country=IN,0
